Hole,Round,Result,Players
15,2,Birdie,"Tiger Woods, Dustin Johnson, Brooks Koepka, Xander Schauffele, Jason Day, Tony Finau, Francesco Molinari, Rickie Fowler, Justin Harding, Matt Kuchar, Aaron Wise, Matthew Fitzpatrick, Si Woo Kim, Kevin Kisner, Thorbjorn Olesen, Bryson DeChambeau, Charley Hoffman, Louis Oosthuizen, Hideki Matsuyama, Rafa Cabrera Bello, Tommy Fleetwood, Kevin Tway, Keegan Bradley, Corey Conners, Trevor Immelman, Martin Kaymer, Eddie Pepperell, Cameron Smith, Tyrrell Hatton, Billy Horschel, Takumi Kanaya, Satoshi Kodaira, Bernhard Langer, Alex Noren, Stewart Cink, Sergio Garcia, Charl Schwartzel, Brandt Snedeker, Jovan Rebula, Michael Kim, Ian Woosnam, Jose Maria Olazabal"
15,2,Par,"Webb Simpson, Patrick Cantlay, Jon Rahm, Ian Poulter, Bubba Watson, Patton Kizzire, Phil Mickelson, Rory McIlroy, Jordan Spieth, Kyle Stanley, Viktor Hovland, Charles Howell III, Gary Woodland, Patrick Reed, Henrik Stenson, Jimmy Walker, Haotong Li, Keith Mitchell, Andrew Landry, Kiradech Aphibarnrat, Marc Leishman, Devon Bling, Branden Grace, Zach Johnson, J.B. Holmes, Sandy Lyle, Mike Weir, Danny Willett, Fred Couples, Adam Long, Shugo Imahira, Larry Mize, Matt Wallace, Paul Casey, Vijay Singh, Angel Cabrera"
15,2,Bogey,"Kevin Na, Emiliano Grillo, Justin Rose, Shane Lowry"
15,3,Eagle,"Brooks Koepka, Lucas Bjerregaard, Rory McIlroy, Marc Leishman"
15,3,Birdie,"Tiger Woods, Dustin Johnson, Tony Finau, Francesco Molinari, Patrick Cantlay, Rickie Fowler, Jon Rahm, Justin Harding, Matt Kuchar, Ian Poulter, Justin Thomas, Bubba Watson, Matthew Fitzpatrick, Si Woo Kim, Kevin Kisner, Thorbjorn Olesen, Jordan Spieth, Kyle Stanley, Viktor Hovland, Hideki Matsuyama, Gary Woodland, Rafa Cabrera Bello, Tommy Fleetwood, Patrick Reed, Henrik Stenson, Kevin Tway, Jimmy Walker, Keith Mitchell, Kevin Na, Kiradech Aphibarnrat, Trevor Immelman, Bernhard Langer"
15,3,Par,"Webb Simpson, Aaron Wise, Phil Mickelson, Adam Scott, Bryson DeChambeau, Charley Hoffman, Louis Oosthuizen, Charles Howell III, Alvaro Ortiz, Keegan Bradley, Haotong Li, Corey Conners, Martin Kaymer, Eddie Pepperell, Cameron Smith, Billy Horschel, Branden Grace, Zach Johnson, Takumi Kanaya, Satoshi Kodaira, Emiliano Grillo, J.B. Holmes, Alex Noren"
15,3,Bogey,"Xander Schauffele, Patton Kizzire, Devon Bling"
15,3,Double Bogey,"Jason Day, Andrew Landry, Tyrrell Hatton"
15,4,Eagle,"Patrick Cantlay, Bubba Watson, Kyle Stanley"
15,4,Birdie,"Tiger Woods, Dustin Johnson, Brooks Koepka, Jason Day, Tony Finau, Rickie Fowler, Ian Poulter, Kevin Kisner, Rory McIlroy, Thorbjorn Olesen, Bryson DeChambeau, Charley Hoffman, Charles Howell III, Gary Woodland, Rafa Cabrera Bello, Alvaro Ortiz, Patrick Reed, Henrik Stenson, Kevin Tway, Jimmy Walker, Haotong Li, Keith Mitchell, Corey Conners, Kiradech Aphibarnrat, Trevor Immelman, Martin Kaymer, Eddie Pepperell, Devon Bling, Tyrrell Hatton, Billy Horschel, Takumi Kanaya"
15,4,Par,"Xander Schauffele, Webb Simpson, Jon Rahm, Matt Kuchar, Aaron Wise, Patton Kizzire, Phil Mickelson, Adam Scott, Matthew Fitzpatrick, Si Woo Kim, Jordan Spieth, Louis Oosthuizen, Viktor Hovland, Hideki Matsuyama, Keegan Bradley, Cameron Smith, Zach Johnson, Emiliano Grillo, J.B. Holmes, Alex Noren"
15,4,Bogey,"Justin Harding, Justin Thomas, Lucas Bjerregaard, Tommy Fleetwood, Andrew Landry, Marc Leishman, Branden Grace, Satoshi Kodaira"
15,4,Double Bogey,"Francesco Molinari, Kevin Na, Bernhard Langer"
16,1,Birdie,"Dustin Johnson, Jason Day, Ian Poulter, Phil Mickelson, Rory McIlroy, Jordan Spieth, Bryson DeChambeau, Viktor Hovland, Rafa Cabrera Bello, Keith Mitchell, Andrew Landry, Kiradech Aphibarnrat, Marc Leishman, Eddie Pepperell, Cameron Smith, Billy Horschel, Satoshi Kodaira, Stewart Cink, Sandy Lyle, Kevin O'Connell, Shugo Imahira, Ian Woosnam"
16,1,Par,"Tiger Woods, Brooks Koepka, Xander Schauffele, Tony Finau, Francesco Molinari, Webb Simpson, Patrick Cantlay, Rickie Fowler, Jon Rahm, Justin Harding, Justin Thomas, Bubba Watson, Patton Kizzire, Adam Scott, Lucas Bjerregaard, Si Woo Kim, Kevin Kisner, Kyle Stanley, Charley Hoffman, Louis Oosthuizen, Charles Howell III, Hideki Matsuyama, Gary Woodland, Tommy Fleetwood, Alvaro Ortiz, Patrick Reed, Henrik Stenson, Kevin Tway, Jimmy Walker, Keegan Bradley, Haotong Li, Corey Conners, Kevin Na, Trevor Immelman, Martin Kaymer, Devon Bling, Tyrrell Hatton, Zach Johnson, Takumi Kanaya, Emiliano Grillo, J.B. Holmes, Bernhard Langer, Alex Noren, Sergio Garcia, Mike Weir, Danny Willett, Fred Couples, Adam Long, Charl Schwartzel, Larry Mize, Matt Wallace, Paul Casey, Michael Kim, Vijay Singh"
16,1,Bogey,"Matt Kuchar, Aaron Wise, Thorbjorn Olesen, Branden Grace, Justin Rose, Shane Lowry, Jovan Rebula, Angel Cabrera"
16,1,Double Bogey,"Matthew Fitzpatrick, Brandt Snedeker, Jose Maria Olazabal"
16,2,Birdie,"Jason Day, Matthew Fitzpatrick, Kevin Kisner, Rory McIlroy, Keegan Bradley, Kevin Na, Eddie Pepperell, Devon Bling, Takumi Kanaya, J.B. Holmes, Shane Lowry"
16,2,Par,"Tiger Woods, Dustin Johnson, Brooks Koepka, Xander Schauffele, Tony Finau, Francesco Molinari, Webb Simpson, Patrick Cantlay, Rickie Fowler, Jon Rahm, Justin Harding, Matt Kuchar, Ian Poulter, Justin Thomas, Bubba Watson, Aaron Wise, Patton Kizzire, Phil Mickelson, Thorbjorn Olesen, Jordan Spieth, Kyle Stanley, Charley Hoffman, Louis Oosthuizen, Viktor Hovland, Charles Howell III, Gary Woodland, Rafa Cabrera Bello, Tommy Fleetwood, Alvaro Ortiz, Patrick Reed, Henrik Stenson, Kevin Tway, Jimmy Walker, Haotong Li, Keith Mitchell, Corey Conners, Kiradech Aphibarnrat, Marc Leishman, Trevor Immelman, Martin Kaymer, Cameron Smith, Tyrrell Hatton, Branden Grace, Zach Johnson, Satoshi Kodaira, Emiliano Grillo, Bernhard Langer, Alex Noren, Sergio Garcia, Sandy Lyle, Kevin O'Connell, Justin Rose, Mike Weir, Danny Willett, Fred Couples, Charl Schwartzel, Brandt Snedeker, Shugo Imahira, Larry Mize, Jovan Rebula, Matt Wallace, Paul Casey, Michael Kim, Vijay Singh, Ian Woosnam, Angel Cabrera, Jose Maria Olazabal"
16,2,Bogey,"Adam Scott, Lucas Bjerregaard, Si Woo Kim, Bryson DeChambeau, Hideki Matsuyama, Andrew Landry, Billy Horschel, Stewart Cink, Adam Long"
16,3,Birdie,"Tiger Woods, Webb Simpson, Matt Kuchar, Aaron Wise, Patton Kizzire, Rory McIlroy, Henrik Stenson, Jimmy Walker, J.B. Holmes"
16,3,Par,"Dustin Johnson, Brooks Koepka, Xander Schauffele, Jason Day, Tony Finau, Francesco Molinari, Patrick Cantlay, Rickie Fowler, Jon Rahm, Justin Harding, Ian Poulter, Justin Thomas, Bubba Watson, Phil Mickelson, Lucas Bjerregaard, Matthew Fitzpatrick, Si Woo Kim, Kevin Kisner, Thorbjorn Olesen, Jordan Spieth, Louis Oosthuizen, Charles Howell III, Hideki Matsuyama, Gary Woodland, Rafa Cabrera Bello, Alvaro Ortiz, Kevin Tway, Keegan Bradley, Haotong Li, Corey Conners, Andrew Landry, Kevin Na, Kiradech Aphibarnrat, Marc Leishman, Trevor Immelman, Martin Kaymer, Eddie Pepperell, Cameron Smith, Tyrrell Hatton, Billy Horschel, Branden Grace, Zach Johnson, Takumi Kanaya, Satoshi Kodaira, Emiliano Grillo, Bernhard Langer, Alex Noren"
16,3,Bogey,"Adam Scott, Kyle Stanley, Bryson DeChambeau, Charley Hoffman, Viktor Hovland, Tommy Fleetwood, Patrick Reed, Keith Mitchell, Devon Bling"
16,4,Eagle,"Justin Thomas, Bryson DeChambeau"
16,4,Birdie,"Tiger Woods, Dustin Johnson, Tony Finau, Jon Rahm, Aaron Wise, Thorbjorn Olesen, Charley Hoffman, Viktor Hovland, Hideki Matsuyama, Alvaro Ortiz, Patrick Reed, Kevin Tway, Haotong Li, Kiradech Aphibarnrat, Marc Leishman, Trevor Immelman, Cameron Smith, Billy Horschel, Zach Johnson, Emiliano Grillo, Alex Noren"
16,4,Par,"Brooks Koepka, Xander Schauffele, Jason Day, Francesco Molinari, Webb Simpson, Rickie Fowler, Justin Harding, Matt Kuchar, Ian Poulter, Bubba Watson, Patton Kizzire, Phil Mickelson, Adam Scott, Lucas Bjerregaard, Matthew Fitzpatrick, Si Woo Kim, Kevin Kisner, Rory McIlroy, Jordan Spieth, Kyle Stanley, Louis Oosthuizen, Charles Howell III, Gary Woodland, Rafa Cabrera Bello, Tommy Fleetwood, Henrik Stenson, Jimmy Walker, Keegan Bradley, Keith Mitchell, Corey Conners, Andrew Landry, Kevin Na, Martin Kaymer, Devon Bling, Branden Grace, Satoshi Kodaira, Bernhard Langer"
16,4,Bogey,"Patrick Cantlay, Tyrrell Hatton, Takumi Kanaya"
16,4,Double Bogey,"Eddie Pepperell, J.B. Holmes"
17,1,Birdie,"Justin Harding, Adam Scott, Bryson DeChambeau, Charley Hoffman, Alvaro Ortiz, Justin Rose, Adam Long, Jovan Rebula"
17,1,Par,"Dustin Johnson, Brooks Koepka, Xander Schauffele, Francesco Molinari, Rickie Fowler, Jon Rahm, Matt Kuchar, Ian Poulter, Justin Thomas, Bubba Watson, Patton Kizzire, Phil Mickelson, Lucas Bjerregaard, Si Woo Kim, Kevin Kisner, Thorbjorn Olesen, Jordan Spieth, Kyle Stanley, Louis Oosthuizen, Viktor Hovland, Hideki Matsuyama, Gary Woodland, Rafa Cabrera Bello, Tommy Fleetwood, Patrick Reed, Henrik Stenson, Kevin Tway, Jimmy Walker, Keegan Bradley, Haotong Li, Keith Mitchell, Corey Conners, Andrew Landry, Kevin Na, Kiradech Aphibarnrat, Marc Leishman, Trevor Immelman, Martin Kaymer, Eddie Pepperell, Cameron Smith, Devon Bling, Tyrrell Hatton, Billy Horschel, Branden Grace, Zach Johnson, Emiliano Grillo, J.B. Holmes, Bernhard Langer, Sergio Garcia, Sandy Lyle, Kevin O'Connell, Mike Weir, Fred Couples, Charl Schwartzel, Shane Lowry, Larry Mize, Matt Wallace, Michael Kim, Vijay Singh, Ian Woosnam, Angel Cabrera, Jose Maria Olazabal"
17,1,Bogey,"Tiger Woods, Jason Day, Tony Finau, Webb Simpson, Patrick Cantlay, Matthew Fitzpatrick, Rory McIlroy, Charles Howell III, Satoshi Kodaira, Alex Noren, Stewart Cink, Danny Willett, Brandt Snedeker, Shugo Imahira, Paul Casey"
17,1,Double Bogey,"Aaron Wise, Takumi Kanaya"
17,2,Birdie,"Justin Harding, Si Woo Kim, Patrick Reed, Henrik Stenson, Keegan Bradley, Cameron Smith, Emiliano Grillo, Adam Long, Shane Lowry, Paul Casey"
17,2,Par,"Tiger Woods, Dustin Johnson, Brooks Koepka, Xander Schauffele, Jason Day, Tony Finau, Francesco Molinari, Webb Simpson, Patrick Cantlay, Rickie Fowler, Jon Rahm, Matt Kuchar, Ian Poulter, Justin Thomas, Aaron Wise, Patton Kizzire, Adam Scott, Lucas Bjerregaard, Matthew Fitzpatrick, Kevin Kisner, Rory McIlroy, Jordan Spieth, Kyle Stanley, Bryson DeChambeau, Charley Hoffman, Louis Oosthuizen, Viktor Hovland, Charles Howell III, Hideki Matsuyama, Gary Woodland, Rafa Cabrera Bello, Tommy Fleetwood, Alvaro Ortiz, Kevin Tway, Jimmy Walker, Corey Conners, Andrew Landry, Kevin Na, Kiradech Aphibarnrat, Marc Leishman, Trevor Immelman, Eddie Pepperell, Devon Bling, Tyrrell Hatton, Billy Horschel, Branden Grace, Takumi Kanaya, Satoshi Kodaira, J.B. Holmes, Bernhard Langer, Alex Noren, Sergio Garcia, Sandy Lyle, Kevin O'Connell, Danny Willett, Fred Couples, Charl Schwartzel, Shugo Imahira, Jovan Rebula, Matt Wallace, Vijay Singh, Ian Woosnam, Angel Cabrera, Jose Maria Olazabal"
17,2,Bogey,"Bubba Watson, Phil Mickelson, Thorbjorn Olesen, Haotong Li, Keith Mitchell, Martin Kaymer, Zach Johnson, Justin Rose, Mike Weir, Brandt Snedeker, Larry Mize, Michael Kim"
17,2,Double Bogey,Stewart Cink
17,3,Birdie,"Patrick Cantlay, Justin Harding, Si Woo Kim, Jordan Spieth, Viktor Hovland, Kevin Tway, Jimmy Walker, Andrew Landry, Eddie Pepperell, Cameron Smith, Devon Bling"
17,3,Par,"Tiger Woods, Dustin Johnson, Brooks Koepka, Xander Schauffele, Jason Day, Tony Finau, Francesco Molinari, Webb Simpson, Rickie Fowler, Jon Rahm, Matt Kuchar, Ian Poulter, Justin Thomas, Bubba Watson, Aaron Wise, Patton Kizzire, Adam Scott, Lucas Bjerregaard, Matthew Fitzpatrick, Kevin Kisner, Rory McIlroy, Thorbjorn Olesen, Kyle Stanley, Louis Oosthuizen, Hideki Matsuyama, Rafa Cabrera Bello, Tommy Fleetwood, Alvaro Ortiz, Patrick Reed, Henrik Stenson, Keegan Bradley, Corey Conners, Kevin Na, Kiradech Aphibarnrat, Marc Leishman, Trevor Immelman, Martin Kaymer, Billy Horschel, Branden Grace, Zach Johnson, Takumi Kanaya, Satoshi Kodaira, Emiliano Grillo, Alex Noren"
17,3,Bogey,"Phil Mickelson, Bryson DeChambeau, Charley Hoffman, Charles Howell III, Gary Woodland, Haotong Li, Keith Mitchell, Tyrrell Hatton, Bernhard Langer"
17,3,Double Bogey,J.B. Holmes
17,4,Birdie,"Dustin Johnson, Francesco Molinari, Rickie Fowler, Kevin Kisner, Kyle Stanley, Gary Woodland, Alvaro Ortiz, Patrick Reed, Kevin Tway, J.B. Holmes"
17,4,Par,"Tiger Woods, Brooks Koepka, Xander Schauffele, Jason Day, Tony Finau, Webb Simpson, Jon Rahm, Justin Harding, Matt Kuchar, Justin Thomas, Aaron Wise, Patton Kizzire, Phil Mickelson, Adam Scott, Lucas Bjerregaard, Matthew Fitzpatrick, Si Woo Kim, Rory McIlroy, Thorbjorn Olesen, Bryson DeChambeau, Charley Hoffman, Louis Oosthuizen, Viktor Hovland, Charles Howell III, Hideki Matsuyama, Rafa Cabrera Bello, Jimmy Walker, Keegan Bradley, Haotong Li, Keith Mitchell, Corey Conners, Andrew Landry, Kevin Na, Kiradech Aphibarnrat, Marc Leishman, Martin Kaymer, Eddie Pepperell, Cameron Smith, Tyrrell Hatton, Billy Horschel, Branden Grace, Zach Johnson, Takumi Kanaya, Satoshi Kodaira, Alex Noren"
17,4,Bogey,"Patrick Cantlay, Ian Poulter, Bubba Watson, Jordan Spieth, Tommy Fleetwood, Henrik Stenson, Trevor Immelman, Devon Bling, Emiliano Grillo, Bernhard Langer"
18,1,Birdie,"Francesco Molinari, Matt Kuchar, Phil Mickelson, Adam Scott, Bryson DeChambeau"
18,1,Par,"Tiger Woods, Dustin Johnson, Brooks Koepka, Jason Day, Tony Finau, Webb Simpson, Patrick Cantlay, Rickie Fowler, Jon Rahm, Ian Poulter, Bubba Watson, Si Woo Kim, Kevin Kisner, Thorbjorn Olesen, Jordan Spieth, Kyle Stanley, Charley Hoffman, Louis Oosthuizen, Hideki Matsuyama, Rafa Cabrera Bello, Tommy Fleetwood, Alvaro Ortiz, Henrik Stenson, Kevin Tway, Jimmy Walker, Keith Mitchell, Andrew Landry, Kiradech Aphibarnrat, Cameron Smith, Branden Grace, Zach Johnson, Takumi Kanaya, Satoshi Kodaira, Emiliano Grillo, J.B. Holmes, Bernhard Langer, Alex Noren, Stewart Cink, Sergio Garcia, Sandy Lyle, Justin Rose, Mike Weir, Danny Willett, Fred Couples, Adam Long, Brandt Snedeker, Shane Lowry, Michael Kim, Ian Woosnam, Angel Cabrera"
18,1,Bogey,"Justin Harding, Justin Thomas, Aaron Wise, Patton Kizzire, Lucas Bjerregaard, Matthew Fitzpatrick, Rory McIlroy, Viktor Hovland, Charles Howell III, Gary Woodland, Patrick Reed, Haotong Li, Corey Conners, Kevin Na, Marc Leishman, Trevor Immelman, Martin Kaymer, Eddie Pepperell, Tyrrell Hatton, Billy Horschel, Kevin O'Connell, Charl Schwartzel, Shugo Imahira, Larry Mize, Jovan Rebula, Matt Wallace, Vijay Singh, Jose Maria Olazabal"
18,1,Double Bogey,"Xander Schauffele, Keegan Bradley, Devon Bling, Paul Casey"
18,2,Birdie,"Brooks Koepka, Xander Schauffele, Patton Kizzire, Hideki Matsuyama, Gary Woodland, Tommy Fleetwood, Alvaro Ortiz, Billy Horschel, Bernhard Langer, Alex Noren"
18,2,Par,"Tiger Woods, Dustin Johnson, Jason Day, Tony Finau, Francesco Molinari, Webb Simpson, Rickie Fowler, Jon Rahm, Matt Kuchar, Ian Poulter, Bubba Watson, Aaron Wise, Phil Mickelson, Adam Scott, Matthew Fitzpatrick, Si Woo Kim, Kevin Kisner, Rory McIlroy, Thorbjorn Olesen, Jordan Spieth, Kyle Stanley, Bryson DeChambeau, Charley Hoffman, Louis Oosthuizen, Viktor Hovland, Charles Howell III, Rafa Cabrera Bello, Patrick Reed, Kevin Tway, Jimmy Walker, Keegan Bradley, Haotong Li, Andrew Landry, Kevin Na, Kiradech Aphibarnrat, Trevor Immelman, Martin Kaymer, Eddie Pepperell, Cameron Smith, Devon Bling, Tyrrell Hatton, Takumi Kanaya, Satoshi Kodaira, J.B. Holmes, Stewart Cink, Sandy Lyle, Mike Weir, Fred Couples, Adam Long, Charl Schwartzel, Shugo Imahira, Shane Lowry, Larry Mize, Vijay Singh, Angel Cabrera"
18,2,Bogey,"Patrick Cantlay, Justin Harding, Justin Thomas, Lucas Bjerregaard, Keith Mitchell, Corey Conners, Marc Leishman, Branden Grace, Zach Johnson, Emiliano Grillo, Sergio Garcia, Kevin O'Connell, Justin Rose, Danny Willett, Brandt Snedeker, Matt Wallace, Paul Casey, Ian Woosnam, Jose Maria Olazabal"
18,2,Double Bogey,"Henrik Stenson, Jovan Rebula, Michael Kim"
18,3,Birdie,"Ian Poulter, Patton Kizzire, Phil Mickelson, Louis Oosthuizen, Henrik Stenson, Keith Mitchell"
18,3,Par,"Tiger Woods, Brooks Koepka, Tony Finau, Francesco Molinari, Webb Simpson, Patrick Cantlay, Justin Harding, Matt Kuchar, Justin Thomas, Bubba Watson, Lucas Bjerregaard, Matthew Fitzpatrick, Si Woo Kim, Kevin Kisner, Jordan Spieth, Kyle Stanley, Bryson DeChambeau, Charley Hoffman, Gary Woodland, Tommy Fleetwood, Kevin Tway, Keegan Bradley, Haotong Li, Corey Conners, Andrew Landry, Kiradech Aphibarnrat, Marc Leishman, Martin Kaymer, Cameron Smith, Devon Bling, Tyrrell Hatton, Billy Horschel, Branden Grace, Zach Johnson, Takumi Kanaya, Satoshi Kodaira, Emiliano Grillo, J.B. Holmes, Alex Noren"
18,3,Bogey,"Dustin Johnson, Xander Schauffele, Jason Day, Rickie Fowler, Jon Rahm, Aaron Wise, Adam Scott, Rory McIlroy, Thorbjorn Olesen, Viktor Hovland, Charles Howell III, Rafa Cabrera Bello, Alvaro Ortiz, Patrick Reed, Jimmy Walker, Kevin Na, Trevor Immelman, Eddie Pepperell"
18,3,Double Bogey,"Hideki Matsuyama, Bernhard Langer"
18,4,Birdie,"Jason Day, Webb Simpson, Justin Harding, Aaron Wise, Charles Howell III, Jimmy Walker, Haotong Li, Kevin Na, Kiradech Aphibarnrat, Branden Grace"
18,4,Par,"Dustin Johnson, Brooks Koepka, Xander Schauffele, Tony Finau, Francesco Molinari, Patrick Cantlay, Jon Rahm, Matt Kuchar, Ian Poulter, Patton Kizzire, Phil Mickelson, Adam Scott, Lucas Bjerregaard, Si Woo Kim, Kevin Kisner, Rory McIlroy, Thorbjorn Olesen, Jordan Spieth, Kyle Stanley, Bryson DeChambeau, Louis Oosthuizen, Gary Woodland, Rafa Cabrera Bello, Alvaro Ortiz, Henrik Stenson, Kevin Tway, Keegan Bradley, Corey Conners, Andrew Landry, Trevor Immelman, Martin Kaymer, Eddie Pepperell, Cameron Smith, Devon Bling, Tyrrell Hatton, Billy Horschel, Zach Johnson, Takumi Kanaya, Satoshi Kodaira, Emiliano Grillo"
18,4,Bogey,"Tiger Woods, Rickie Fowler, Justin Thomas, Bubba Watson, Matthew Fitzpatrick, Charley Hoffman, Viktor Hovland, Hideki Matsuyama, Tommy Fleetwood, Patrick Reed, Keith Mitchell, Marc Leishman, J.B. Holmes, Alex Noren"
18,4,Double Bogey,Bernhard Langer
